Last Name,First Name,Position,G,A,HT,Salary,Points,PPM,Injured?,,,refNum
Horvat,Bo,C,20,32,0," $832,500.00 ",72,86.4864864864865,No,No,,380
Teravainen,Teuvo,LW/C/RW,15,27,0," $832,500.00 ",57,68.4684684684685,No,No,,381
Mantha,Anthony,RW,17,19,0," $832,500.00 ",53,63.6636636636637,No,No,,382
Hartman,Ryan,LW/RW,19,12,1," $832,500.00 ",51,61.2612612612613,No,No,,383
Burakovsky,Andre,LW/C,12,23,0," $832,500.00 ",47,56.4564564564565,No,No,,384
Domi,Max,LW/C,9,29,0," $832,500.00 ",47,56.4564564564565,No,No,,385
Faksa,Radek,C,12,21,0," $832,500.00 ",45,54.0540540540541,Yes,No,,386
Duclair,Anthony,LW/RW,5,10,0," $832,500.00 ",20,24.024024024024,No,No,,387
McCarron,Michael,RW/C,1,4,0," $832,500.00 ",6,7.20720720720721,No,No,,388
Gaunce,Brendan,C/LW,0,5,0," $832,500.00 ",5,6.00600600600601,No,Yes,,389
Gauthier,Frederik,C,2,1,0," $832,500.00 ",5,6.00600600600601,No,No,,390
Lazar,Curtis,C/RW,1,3,0," $832,500.00 ",5,6.00600600600601,No,No,,391
Khaira,Jujhar,LW,1,0,0," $832,500.00 ",2,2.4024024024024,No,No,,392
Shinkaruk,Hunter,C/LW,0,1,0," $832,500.00 ",1,1.2012012012012,No,No,,393
Laughton,Scott,C/LW,0,0,0," $832,500.00 ",0,0,No,No,,394
Fischer,Christian,RW,3,0,0," $817,500.00 ",6,7.3394495412844,No,No,,395
Pulkkinen,Teemu,LW,2,0,0," $812,500.00 ",4,4.92307692307692,No,No,,396
Chiasson,Alex,RW,12,12,0," $800,000.00 ",36,45,No,No,,397
Pyatt,Tom,LW/C,9,14,0," $800,000.00 ",32,40,No,No,,398
McGinn,Brock,LW,7,9,0," $800,000.00 ",23,28.75,No,No,,399
Prince,Shane,LW/C,5,13,0," $800,000.00 ",23,28.75,No,No,,400
Paquette,Cedric,C/LW,4,6,0," $800,000.00 ",14,17.5,No,No,,401
Ott,Steve,C/LW,3,4,0," $800,000.00 ",10,12.5,Yes,No,,402
Kalinin,Sergey,C/RW,2,2,0," $800,000.00 ",6,7.5,No,No,,403
Desjardins,Andrew,LW/C,0,1,0," $800,000.00 ",1,1.25,No,No,,404
Bourque,Gabriel,LW/RW,0,0,0," $800,000.00 ",0,0,No,No,,405
Kearns,Bracken,C,0,0,0," $800,000.00 ",0,0,No,No,,406
Dvorak,Christian,C/LW,15,18,0," $792,500.00 ",48,60.5678233438486,No,No,,407
Vatrano,Frank,C/LW,10,8,0," $792,500.00 ",28,35.3312302839117,No,No,,408
Auvitu,Yohann,D/LW,2,2,0," $792,500.00 ",6,7.57097791798107,No,No,,409
Blidh,Anton,LW,1,1,0," $792,500.00 ",3,3.78548895899054,No,No,,410
O'Regan,Daniel,C/LW,1,0,0," $792,500.00 ",2,2.52365930599369,No,No,,411
Poturalski,Andrew,C,0,0,0," $792,500.00 ",0,0,No,No,,412
Sundqvist,Oskar,C,0,0,0," $792,500.00 ",0,0,No,No,,413
Deslauriers,Nicolas,LW,0,2,0," $775,000.00 ",2,2.58064516129032,No,No,,414
Etem,Emerson,LW/RW,0,0,0," $775,000.00 ",0,0,No,No,,415
Leier,Taylor,LW,1,1,0," $768,150.00 ",3,3.90548720952939,No,No,,416
Elie,Remi,LW,1,6,0," $767,500.00 ",8,10.4234527687296,Yes,No,,417
Dauphin,Laurent,C,2,1,0," $767,500.00 ",5,6.51465798045603,No,No,,418
Heinen,Danton,C,0,0,0," $767,500.00 ",0,0,No,No,,419
Marchessault,Jonathan,C,30,21,1," $750,000.00 ",82,109.333333333333,No,No,,420
Dzingel,Ryan,LW/RW/C,14,18,0," $750,000.00 ",46,61.3333333333333,No,Yes,,421
Petan,Nic,LW/C,1,12,0," $750,000.00 ",14,18.6666666666667,No,No,,422
Tootoo,Jordin,RW,2,1,0," $750,000.00 ",5,6.66666666666667,No,No,,423
Robinson,Buddy,RW,0,0,0," $750,000.00 ",0,0,No,No,,424
Barbashev,Ivan,C,5,7,0," $742,500.00 ",17,22.8956228956229,No,No,,425
Soshnikov,Nikita,RW,5,4,0," $742,500.00 ",14,18.8552188552189,No,No,,426
Hannikainen,Markus,LW,1,1,0," $742,500.00 ",3,4.04040404040404,No,No,,427
Bertschy,Christoph,C,0,1,0," $742,500.00 ",1,1.34680134680135,No,No,,428
Kamenev,Vladislav,LW/C,0,0,0," $742,500.00 ",0,0,No,No,,429
Nieves,Cristoval,C/LW,0,0,0," $742,500.00 ",0,0,No,No,,430
Baptiste,Nicholas,RW,3,1,0," $740,000.00 ",7,9.45945945945946,No,No,,431
Nieto,Matt,LW/RW,7,6,0," $735,000.00 ",20,27.2108843537415,No,No,,432
Zykov,Valentin,LW,1,0,0," $727,500.00 ",2,2.74914089347079,No,No,,433
Bennett,Beau,RW/LW,8,11,0," $725,000.00 ",27,37.2413793103448,No,No,,434
VandeVelde,Chris,C/LW,6,9,0," $725,000.00 ",21,28.9655172413793,Yes,No,,435
Pitlick,Tyler,RW/C,8,3,0," $725,000.00 ",19,26.2068965517241,Yes,No,,436
Bellemare,Pierre-Edouard,LW/C,4,4,0," $725,000.00 ",12,16.551724137931,No,No,,437
Carr,Daniel,LW,2,7,0," $725,000.00 ",11,15.1724137931034,No,No,,438
Pakarinen,Iiro,RW,2,2,0," $725,000.00 ",6,8.27586206896552,No,No,,439
Gabriel,Kurtis,RW,0,1,0," $725,000.00 ",1,1.37931034482759,No,No,,440
Greer,A.J.,LW,0,1,0," $725,000.00 ",1,1.37931034482759,No,No,,441
Blunden,Mike,RW,0,0,0," $725,000.00 ",0,0,No,No,,442
Cramarossa,Joseph,C/LW,4,6,0," $724,500.00 ",14,19.3236714975845,No,No,,443
Hathaway,Garnet,RW,1,4,0," $722,500.00 ",6,8.30449826989619,No,No,,444
Boucher,Reid,C/LW,6,4,0," $715,000.00 ",16,22.3776223776224,No,No,,445
Blandisi,Joseph,LW/C,3,6,0," $715,000.00 ",12,16.7832167832168,No,No,,446
Anderson,Josh,RW,17,12,0," $700,000.00 ",46,65.7142857142857,No,No,,447
Tierney,Chris,C,11,12,0," $700,000.00 ",34,48.5714285714286,No,No,,448
Lindberg,Oscar,C,8,12,0," $700,000.00 ",28,40,No,No,,449
McKenzie,Curtis,LW,6,10,0," $700,000.00 ",22,31.4285714285714,No,No,,450
Paajarvi,Magnus,LW,8,5,0," $700,000.00 ",21,30,No,No,,451
Skille,Jack,RW,5,4,0," $700,000.00 ",14,20,No,No,,452
McKegg,Greg,C,3,4,0," $700,000.00 ",10,14.2857142857143,No,No,,453
O'Reilly,Cal,C,0,1,0," $700,000.00 ",1,1.42857142857143,No,No,,454
Gazdic,Luke,LW,0,0,0," $700,000.00 ",0,0,No,No,,455
Varone,Phil,C,0,0,0," $700,000.00 ",0,0,No,No,,456
Vey,Linden,RW/C,0,0,0," $700,000.00 ",0,0,No,No,,457
Bailey,Justin,RW,2,2,0," $692,500.00 ",6,8.66425992779783,No,No,,458
Coleman,Blake,C/LW,1,1,0," $692,500.00 ",3,4.33212996389892,No,No,,459
Cehlarik,Peter,LW/RW,0,2,0," $692,500.00 ",2,2.88808664259928,No,Yes,,460
Kuraly,Sean,C,0,1,0," $692,500.00 ",1,1.44404332129964,No,No,,461
Paul,Nick,LW/C,0,0,0," $692,500.00 ",0,0,No,No,,462
Labate,Joseph,C,0,0,0," $680,000.00 ",0,0,No,No,,463
Glendening,Luke,C/RW/LW,3,11,0," $675,000.00 ",17,25.1851851851852,No,No,,464
Smith,Ben,RW/C,2,2,0," $675,000.00 ",6,8.88888888888889,No,No,,465
Wallmark,Lucas,C,0,2,0," $675,000.00 ",2,2.96296296296296,No,No,,466
Pietila,Blake,LW/C,0,1,0," $675,000.00 ",1,1.48148148148148,No,No,,467
Smith,Gemel,C,3,3,0," $670,000.00 ",9,13.4328358208955,No,No,,468
Sheary,Conor,LW,23,30,0," $667,500.00 ",76,113.857677902622,No,No,,469
Point,Brayden,C,18,22,0," $667,500.00 ",58,86.8913857677903,No,No,,470
Guentzel,Jake,C/LW,16,17,1," $667,500.00 ",50,74.9063670411985,No,No,,471
Lehkonen,Artturi,LW,18,10,0," $667,500.00 ",46,68.9138576779026,Yes,No,,472
Labanc,Kevin,RW,8,12,0," $667,500.00 ",28,41.9475655430712,Yes,No,,473
Kero,Tanner,C/RW,6,10,0," $667,500.00 ",22,32.9588014981273,No,No,,474
Hinostroza,Vinnie,LW/C,6,8,0," $667,500.00 ",20,29.9625468164794,No,No,,475
Archibald,Josh,RW,3,0,0," $667,500.00 ",6,8.98876404494382,No,No,,476
Simon,Dominik,C,0,1,0," $667,500.00 ",1,1.49812734082397,No,No,,477
Barber,Riley,RW,0,0,0," $667,500.00 ",0,0,No,No,,478
Bertuzzi,Tyler,LW,0,0,0," $667,500.00 ",0,0,No,No,,479
Speers,Blake,C,0,0,0," $667,500.00 ",0,0,Yes,No,,480
Shaw,Logan,C/RW,3,7,0," $660,000.00 ",13,19.6969696969697,No,Yes,,481
Gagner,Sam,C/RW,18,32,0," $650,000.00 ",68,104.615384615385,No,No,,482
Brown,Connor,RW,20,16,0," $650,000.00 ",56,86.1538461538462,No,No,,483
Andrighetto,Sven,RW,7,17,0," $650,000.00 ",31,47.6923076923077,Yes,No,,484
Bourque,Rene,RW/LW,12,6,0," $650,000.00 ",30,46.1538461538462,No,No,,485
Weal,Jordan,C/LW,8,4,0," $650,000.00 ",20,30.7692307692308,No,No,,486
Schroeder,Jordan,C/RW,6,7,0," $650,000.00 ",19,29.2307692307692,No,No,,487
Carrier,William,LW,5,3,0," $650,000.00 ",13,20,No,No,,488
Harper,Shane,RW,2,1,0," $650,000.00 ",5,7.69230769230769,No,No,,489
Grant,Derek,C,0,4,0," $650,000.00 ",4,6.15384615384615,No,No,,490
Rattie,Ty,RW,0,2,0," $650,000.00 ",2,3.07692307692308,No,No,,491
Beck,Taylor,LW,0,0,0," $650,000.00 ",0,0,No,No,,492
Brown,Patrick,C,0,0,0," $650,000.00 ",0,0,No,No,,493
Frk,Martin,RW,0,0,0," $650,000.00 ",0,0,No,No,,494
Howden,Quinton,C/LW/C,0,0,0," $650,000.00 ",0,0,No,No,,495
McCormick,Max,RW/LW/C,0,0,0," $650,000.00 ",0,0,No,No,,496
Kase,Ondrej,RW,5,10,0," $645,000.00 ",20,31.0077519379845,No,No,,497
Arvidsson,Viktor,LW/RW,31,30,1," $640,000.00 ",93,145.3125,No,No,,498
Malgin,Denis,C,6,4,0," $640,000.00 ",16,25,No,No,,499
Martinsen,Andreas,LW/C,3,4,0," $640,000.00 ",10,15.625,No,No,,500
Mitchell,Zack,RW,0,0,0," $640,000.00 ",0,0,No,No,,501
Goodrow,Barclay,RW/C,0,1,0," $635,000.00 ",1,1.5748031496063,No,No,,502
Thomson,Ben,LW,0,0,0," $635,000.00 ",0,0,No,No,,503
Zalewski,Michael,LW/C,0,0,0," $632,500.00 ",0,0,No,No,,504
Dowd,Nic,C,6,16,0," $630,000.00 ",28,44.4444444444444,No,No,,505
O'Brien,Liam,C/LW,0,0,0," $630,000.00 ",0,0,No,No,,506
Martinook,Jordan,LW/C,11,14,0," $625,000.00 ",36,57.6,No,No,,507
Haley,Micheal,C,2,10,0," $625,000.00 ",14,22.4,No,No,,508
Wagner,Chris,C/RW,6,1,0," $625,000.00 ",13,20.8,No,No,,509
Griffith,Seth,C/RW,0,5,0," $625,000.00 ",5,8,No,No,,510
Agostino,Kenny,LW,1,2,0," $625,000.00 ",4,6.4,No,No,,511
Dowling,Justin,C,0,2,0," $625,000.00 ",2,3.2,No,No,,512
McDonald,Colin,RW/C,1,0,0," $625,000.00 ",2,3.2,No,No,,513
Rooney,Kevin,C,0,0,0," $625,000.00 ",0,0,No,No,,514
Rust,Bryan,RW,15,13,1," $620,000.00 ",44,70.9677419354839,No,No,,515
Ryan,Derek,C,11,18,0," $600,000.00 ",40,66.6666666666667,No,No,,516
Cracknell,Adam,RW/C,10,6,1," $600,000.00 ",27,45,No,No,,517
Shore,Nick,C,6,11,0," $600,000.00 ",23,38.3333333333333,No,No,,518
Schaller,Tim,C,7,7,0," $600,000.00 ",21,35,No,No,,519
Sedlak,Lukas,C/LW,7,6,0," $600,000.00 ",20,33.3333333333333,No,No,,520
Bjorkstrand,Oliver,RW,6,7,0," $600,000.00 ",19,31.6666666666667,No,No,,521
Noesen,Stefan,RW,8,2,0," $600,000.00 ",18,30,No,No,,522
Graovac,Tyler,C,7,2,0," $600,000.00 ",16,26.6666666666667,No,No,,523
Jooris,Josh,RW/C,4,8,0," $600,000.00 ",16,26.6666666666667,No,No,,524
Chaput,Michael,C,4,5,0," $600,000.00 ",13,21.6666666666667,No,No,,525
Megna,Jayson,C,4,4,0," $600,000.00 ",12,20,No,No,,526
Sgarbossa,Michael,C,2,7,0," $600,000.00 ",11,18.3333333333333,No,No,,527
Carpenter,Ryan,C,2,2,0," $600,000.00 ",6,10,No,No,,528
Terry,Chris,LW/RW,2,2,0," $600,000.00 ",6,10,No,No,,529
Dalpe,Zac,C,1,2,0," $600,000.00 ",4,6.66666666666667,No,No,,530
Andreoff,Andy,LW/C,0,2,0," $600,000.00 ",2,3.33333333333333,No,No,,531
Hrivik,Marek,LW/C/RW,0,2,0," $600,000.00 ",2,3.33333333333333,No,No,,532
Shore,Drew,C,0,2,0," $600,000.00 ",2,3.33333333333333,No,No,,533
Schneider,Cole,LW/RW,0,1,0," $600,000.00 ",1,1.66666666666667,No,No,,534
Street,Ben,C,0,1,0," $600,000.00 ",1,1.66666666666667,No,No,,535
Callahan,Mitch,RW,0,0,0," $600,000.00 ",0,0,No,No,,536
Cannone,Patrick,C,0,0,0," $600,000.00 ",0,0,No,No,,537
Grenier,Alex,RW,0,0,0," $600,000.00 ",0,0,No,No,,538
Jensen,Nicklas,RW/LW,0,0,0," $600,000.00 ",0,0,No,No,,539
McNeill,Mark,C/RW,0,0,0," $600,000.00 ",0,0,No,No,,540
Mitchell,Garrett,RW,0,0,0," $600,000.00 ",0,0,No,No,,541
Tropp,Corey,RW/LW,0,0,0," $600,000.00 ",0,0,No,No,,542
Tynan,T.J.,C/RW,0,0,0," $600,000.00 ",0,0,No,No,,543
Gaudreau,Frederick,C,0,1,0," $595,000.00 ",1,1.68067226890756,No,No,,544
Wilson,Scott,LW/C,8,18,0," $590,000.00 ",34,57.6271186440678,No,No,,545
Kuhnhackl,Tom,RW,4,12,0," $590,000.00 ",20,33.8983050847458,No,No,,546
Henley,Samuel,C/RW,1,0,0," $590,000.00 ",2,3.38983050847458,No,No,,547
Athanasiou,Andreas,C,18,11,0," $575,000.00 ",47,81.7391304347826,No,No,,548
Quine,Alan,C,5,13,0," $575,000.00 ",23,40,No,Yes,,549
Watson,Austin,LW,5,12,0," $575,000.00 ",22,38.2608695652174,No,No,,550
Sissons,Colton,C,8,2,1," $575,000.00 ",19,33.0434782608696,No,No,,551
Setoguchi,Devin,RW,4,8,0," $575,000.00 ",16,27.8260869565217,No,No,,552
Gourde,Yanni,C,6,2,0," $575,000.00 ",14,24.3478260869565,No,No,,553
Leivo,Josh,LW,2,8,0," $575,000.00 ",12,20.8695652173913,No,No,,554
Rasmussen,Dennis,C,4,4,0," $575,000.00 ",12,20.8695652173913,No,No,,555
Rowney,Carter,RW/C,3,4,0," $575,000.00 ",10,17.3913043478261,Yes,No,,556
Gionta,Stephen,RW/C,1,5,0," $575,000.00 ",7,12.1739130434783,No,No,,557
Dumont,Gabriel,C,2,2,0," $575,000.00 ",6,10.4347826086957,No,No,,558
Zolnierczyk,Harry,LW,2,2,0," $575,000.00 ",6,10.4347826086957,No,No,,559
Bournival,Michael,LW,2,1,0," $575,000.00 ",5,8.69565217391305,No,No,,560
Conacher,Cory,C/LW,1,3,0," $575,000.00 ",5,8.69565217391305,Yes,No,,561
Hamilton,Freddie,C,2,0,0," $575,000.00 ",4,6.95652173913044,Yes,No,,562
Thompson,Paul,RW,0,3,0," $575,000.00 ",3,5.21739130434783,No,No,,563
Vermin,Joel,RW,0,3,0," $575,000.00 ",3,5.21739130434783,No,No,,564
Hudon,Charles,LW,0,2,0," $575,000.00 ",2,3.47826086956522,No,No,,565
Nosek,Tomas,LW/C,1,0,0," $575,000.00 ",2,3.47826086956522,No,No,,566
Sestito,Tom,LW,0,2,0," $575,000.00 ",2,3.47826086956522,No,No,,567
Tolchinsky,Sergey,LW,0,1,0," $575,000.00 ",1,1.73913043478261,No,No,,568
Abbott,Spencer,LW,0,0,0," $575,000.00 ",0,0,No,No,,569
Bass,Cody,C,0,0,0," $575,000.00 ",0,0,No,No,,570
Carey,Paul,C,0,0,0," $575,000.00 ",0,0,No,No,,571
Dea,Jean-Sebastien,C,0,0,0," $575,000.00 ",0,0,No,No,,572
Didomenico,Chris,C/RW,0,0,0," $575,000.00 ",0,0,No,No,,573
Farnham,Bobby,RW,0,0,0," $575,000.00 ",0,0,No,No,,574
Froese,Byron,C,0,0,0," $575,000.00 ",0,0,No,No,,575
Jones,Connor,C/LW,0,0,0," $575,000.00 ",0,0,No,No,,576
Liambas,Mike,LW,0,0,0," $575,000.00 ",0,0,No,No,,577
Porter,Kevin,C,0,0,0," $575,000.00 ",0,0,No,No,,578
Rendulic,Borna,RW/C,0,0,0," $575,000.00 ",0,0,No,No,,579
Richard,Tanner,C,0,0,0," $575,000.00 ",0,0,No,No,,580
Salomaki,Miikka,RW,0,0,0," $575,000.00 ",0,0,No,No,,581
Smith,Trevor,C/RW,0,0,0," $575,000.00 ",0,0,No,No,,582
Bickell,Bryan,LW,1,0,0,,2,0,No,No,,583
Gurianov,Denis,RW,0,0,0,,0,0,No,No,,584
Lorito,Matt,LW/RW,0,1,0,,1,0,No,No,,585
Lyubimov,Roman,LW,4,2,0,,10,0,No,No,,586
Megan,Wade,C,1,0,0,,2,0,No,No,,587
Raymond,Mason,LW,0,0,0,,0,0,No,No,,588
Roslovic,Jack,C,0,0,0,,0,0,No,No,,589
Smith,C.J.,LW/RW,0,1,0,,1,0,No,No,,590
Sorensen,Marcus,RW/LW,1,3,0,,5,0,Yes,No,,591
Thornton,Shawn,LW,2,2,0,,6,0,No,No,,592
